ncols 	 91 
nrows 	 135 
xllcorner 	 218505.00 
yllcorner 	 6850365.00 
cellsize 	 10.0 
NODATA_value 	 -9999 
9	6	6	6	6	6	6	6	9	9	6	6	3	3	6	6	3	3	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	6	6	6	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	-9999	
6	9	6	6	6	9	3	6	9	6	6	6	9	3	6	3	2	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	6	6	6	6	6	6	9	9	6	6	6	6	6	6	9	9	9	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	-9999	
6	6	6	9	9	6	6	6	6	6	6	6	6	6	6	2	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	6	6	6	6	6	6	6	6	3	3	9	9	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	9	9	9	9	9	9	9	9	6	6	6	6	6	9	6	8	-9999	
6	6	6	6	6	9	8	6	3	6	6	6	6	6	9	8	3	6	6	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	6	6	6	6	6	6	9	9	9	9	9	9	9	9	9	9	6	6	6	8	-9999	
6	6	6	6	6	6	9	8	6	6	6	3	6	3	6	8	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	8	-9999	
6	6	6	6	6	6	9	8	8	3	6	6	3	6	6	9	8	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	6	3	3	6	6	6	6	6	6	6	6	6	3	6	3	3	3	3	3	3	3	6	3	6	6	6	6	8	-9999	
6	6	6	6	3	3	6	9	8	7	6	6	9	6	6	6	8	9	6	6	6	6	6	6	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	3	3	3	3	6	3	6	6	6	6	6	6	6	6	9	8	-9999	
6	6	6	6	6	6	6	6	9	8	7	6	6	6	6	9	8	8	6	6	6	9	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	3	6	6	6	3	3	6	6	6	6	6	6	6	6	6	9	6	9	6	6	6	6	6	3	6	9	9	9	9	9	9	9	9	9	8	9	9	6	6	6	6	6	6	6	6	6	8	-9999	
6	6	6	6	6	6	6	6	9	9	8	9	6	6	9	6	9	8	9	6	6	6	6	6	6	3	3	6	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	3	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	6	6	6	6	8	-9999	
3	6	6	6	3	3	3	3	6	9	8	8	9	6	6	6	9	9	8	6	6	9	6	6	6	6	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	6	6	6	9	9	6	6	8	-9999	
