ncols 	 91 
nrows 	 135 
xllcorner 	 218505.00 
yllcorner 	 6850365.00 
cellsize 	 10.0 
NODATA_value 	 -9999 
800.82	797.82	793.34	789.43	786.30	783.15	782.24	780.99	780.01	779.15	778.29	775.83	773.92	772.78	771.37	770.00	768.56	768.01	767.29	765.74	763.94	763.55	761.95	760.13	758.07	754.48	750.96	747.34	744.44	741.44	738.70	735.30	731.70	728.15	724.43	720.33	715.89	711.27	707.01	701.93	698.10	693.58	689.12	685.67	681.49	676.53	672.10	668.02	663.93	659.83	654.79	649.60	643.15	637.53	633.42	627.50	623.49	618.37	612.50	606.31	601.14	596.55	591.93	588.01	584.83	581.51	576.65	571.55	566.45	563.19	560.90	559.11	556.03	551.30	546.64	542.49	537.98	533.87	529.55	524.62	519.16	513.94	506.90	500.77	495.16	488.61	481.66	475.95	470.61	465.17	-9999	
799.73	796.20	792.95	789.55	786.23	783.08	782.23	781.42	779.84	778.76	776.87	775.42	773.64	772.78	771.82	770.09	770.19	768.97	767.77	766.30	764.89	763.85	762.31	760.67	758.26	755.20	751.39	747.78	744.97	741.24	738.15	734.84	731.56	727.75	724.04	720.07	715.25	710.52	705.80	701.40	697.70	693.89	689.56	685.89	681.45	676.90	673.20	668.79	664.15	659.98	655.51	649.97	644.31	639.36	634.34	629.46	625.76	621.67	614.44	607.21	602.24	597.43	592.09	587.92	584.83	580.87	576.24	571.37	566.85	563.42	560.29	557.53	554.61	551.33	547.50	543.19	538.04	532.97	528.78	524.05	518.57	514.00	507.66	501.65	496.56	489.30	482.18	476.52	470.34	464.09	-9999	
798.65	795.07	791.56	788.93	786.89	783.91	781.71	781.33	779.67	777.88	776.32	775.16	773.73	772.31	771.56	770.34	771.02	769.89	768.39	766.79	765.19	763.72	762.13	761.01	758.42	755.08	751.39	747.63	744.93	741.54	738.32	735.39	732.48	728.68	724.64	719.74	714.88	710.39	706.10	702.05	698.24	694.27	689.62	685.74	682.50	678.46	674.86	669.07	664.94	659.83	654.96	649.96	645.74	640.89	635.58	631.38	627.47	623.48	616.98	606.34	600.61	596.40	591.65	587.38	583.55	578.68	574.76	570.61	566.78	563.45	559.81	556.50	552.64	548.30	545.49	542.45	538.77	534.51	529.65	524.33	519.30	514.54	508.67	502.09	496.12	489.25	482.64	476.51	471.32	463.11	-9999	
798.66	795.14	792.01	787.99	784.67	781.89	782.50	781.49	780.16	778.60	776.34	774.94	773.93	772.62	771.34	770.62	771.11	770.82	768.68	767.17	765.67	763.21	762.47	760.84	758.63	755.06	751.75	747.89	744.34	741.38	738.45	735.50	732.84	727.94	724.02	719.96	716.14	711.16	707.06	702.76	698.66	694.52	689.73	685.82	683.18	679.72	675.86	669.50	665.20	660.17	655.41	649.88	645.14	640.29	635.67	630.49	626.37	621.37	613.40	604.57	599.32	595.31	591.73	586.64	582.37	577.52	574.74	571.61	568.18	564.42	561.46	556.38	551.38	547.52	543.63	538.75	534.90	531.24	526.86	521.33	516.34	511.38	504.60	499.63	494.33	487.91	481.51	475.22	467.81	462.35	-9999	
799.23	795.55	791.30	787.24	784.37	781.86	779.68	781.30	780.41	778.69	776.65	775.42	774.38	772.50	771.74	770.27	771.12	771.16	769.23	767.32	766.15	763.57	762.49	760.87	758.18	754.85	751.56	748.14	744.65	741.70	738.49	735.36	732.20	727.10	723.15	720.03	715.98	712.05	707.90	703.71	699.12	694.85	690.95	686.45	683.24	680.56	676.72	670.36	666.19	660.81	656.07	650.45	645.30	640.59	635.69	630.81	625.84	621.69	613.90	605.14	600.38	594.81	591.14	586.41	582.13	577.51	574.44	571.71	568.33	565.17	561.76	556.67	552.01	547.94	543.52	538.76	533.87	528.52	523.42	518.38	513.17	507.67	501.29	495.93	489.41	483.84	478.63	473.23	466.91	462.06	-9999	
798.56	795.15	791.56	786.78	783.66	781.57	779.31	777.98	780.24	779.06	777.57	775.32	774.20	773.31	771.50	770.00	770.37	770.40	769.30	767.71	766.22	763.19	762.06	760.66	758.25	755.30	752.50	748.99	745.06	742.19	738.96	735.09	731.00	727.24	722.63	719.38	715.87	712.29	708.01	703.69	699.61	695.71	690.96	687.49	682.97	680.37	675.94	671.86	666.30	661.65	655.83	651.28	646.02	640.81	636.02	630.83	625.11	619.12	612.14	608.33	603.24	597.93	594.02	588.21	583.99	580.11	575.71	571.08	568.01	565.24	562.19	558.15	553.65	549.25	544.88	540.64	535.14	530.76	526.12	521.38	516.08	511.02	505.34	499.27	492.27	486.65	480.32	473.11	464.95	462.11	-9999	
798.98	795.53	791.16	787.33	784.46	782.47	780.25	776.84	777.12	778.81	777.61	775.50	773.75	773.15	771.87	770.53	769.45	769.52	769.11	767.79	766.21	763.25	762.10	760.29	758.77	755.71	753.11	750.40	745.97	742.52	738.74	734.68	731.12	727.18	723.10	719.84	716.45	712.24	707.64	704.02	700.19	696.23	691.92	688.15	683.82	680.93	676.09	672.93	668.20	661.69	656.28	651.52	646.45	641.28	635.82	630.57	625.07	619.19	614.52	610.43	604.98	599.22	594.59	589.38	584.93	580.69	576.07	571.87	568.41	565.28	562.04	558.22	554.62	550.61	546.68	542.74	537.65	533.96	529.77	523.76	518.40	512.03	505.59	498.38	490.70	484.38	478.82	471.66	463.07	461.98	-9999	
798.90	794.94	791.94	788.62	785.60	782.82	780.61	777.41	775.56	777.99	777.30	775.88	774.15	772.85	772.07	770.56	769.14	769.24	768.51	767.37	765.55	762.88	761.88	759.89	758.46	756.34	753.26	750.26	747.20	742.92	738.69	735.06	731.91	728.07	724.19	720.32	716.99	712.68	708.10	704.82	701.03	696.82	693.28	689.06	685.50	681.57	676.32	673.54	669.87	664.81	656.81	651.30	646.29	641.33	635.87	630.23	624.70	619.29	613.88	609.99	604.16	599.16	594.24	589.88	585.86	582.16	577.78	574.14	569.82	567.49	563.37	558.86	554.85	551.01	547.01	544.05	539.70	536.11	531.01	526.11	520.06	514.10	506.60	498.89	490.93	484.07	478.10	471.43	464.15	461.04	-9999	
799.76	795.63	792.34	789.22	786.31	783.56	780.35	777.43	775.16	774.75	776.68	775.90	774.70	773.09	772.13	770.71	768.33	768.26	767.86	766.96	765.41	762.70	761.42	760.10	758.50	756.18	754.28	752.02	748.30	743.82	739.65	736.43	732.12	727.55	723.71	720.35	716.98	713.23	709.15	705.29	701.27	697.26	694.05	690.16	688.10	682.77	678.02	675.08	670.56	665.60	659.15	650.61	645.08	640.67	635.00	629.49	624.40	618.54	613.14	608.08	602.68	597.00	592.73	588.86	585.99	582.07	579.40	575.19	570.76	564.76	558.64	553.87	550.35	546.52	542.25	538.15	534.17	530.01	528.10	521.61	516.92	512.12	505.14	498.58	491.02	483.64	477.98	472.00	465.06	459.80	-9999	
800.29	797.16	793.69	790.48	786.80	784.64	782.08	779.14	776.48	774.44	773.86	775.20	773.80	773.11	771.97	770.12	768.38	767.45	767.53	766.57	765.17	762.46	761.73	760.06	758.79	756.94	755.05	753.18	748.78	744.36	740.15	736.45	732.60	728.00	724.14	720.56	716.96	713.28	709.52	705.73	701.34	697.67	694.67	690.94	686.92	683.42	678.80	674.95	670.43	665.15	658.83	650.74	645.55	640.09	634.65	629.18	623.70	618.14	612.63	607.96	602.85	597.31	592.09	588.18	583.91	578.79	572.90	568.96	565.58	560.69	554.99	550.79	546.15	542.02	536.90	533.30	528.37	523.49	519.56	515.42	509.35	505.20	498.50	492.32	486.84	481.55	476.54	470.52	463.33	459.50	-9999	
